Name,Start,End,Activity
Deepti,20/Aug/23 08:19 PM,30/Jul/23 08:19 AM,Call
Ravi,01/May/23 03:31 AM,06/Oct/23 05:55 PM,Call
Jyoti,13/Jul/23 01:07 PM,15/Jun/23 01:07 PM,Podcast
Deepti,31/Jul/23 01:07 PM,09/Sep/23 05:55 PM,Call
Ravi,22/Sep/23 03:31 PM,28/Jun/23 05:55 AM,Podcast
Ravi,25/Sep/23 01:07 AM,06/Aug/23 03:31 PM,Reply to Customers
Jyoti,10/Sep/23 08:19 AM,08/Aug/23 08:19 AM,Reply to Customers
Jyoti,01/May/23 05:55 AM,02/Sep/23 01:07 PM,Updates
Sharan,13/Aug/23 01:07 PM,31/Aug/23 08:19 PM,Reply to Customers
Jyoti,08/May/23 10:43 PM,08/May/23 10:43 PM,Inspection
Sharan,25/Jul/23 03:31 PM,30/May/23 03:31 PM,Call
Ravi,02/Jul/23 08:19 AM,30/Mar/23 08:19 PM,Podcast
Priyanka,26/Aug/23 03:31 AM,02/Apr/23 10:43 AM,Call
Ravi,22/May/23 03:31 PM,30/Sep/23 08:19 PM,Reply to Customers
Sharan,25/Jun/23 03:31 AM,05/Aug/23 08:19 AM,Send Email
Jyoti,28/Jul/23 01:07 AM,18/May/23 08:19 AM,Reply to Customers
Sharan,16/Jun/23 10:43 PM,30/Jun/23 10:43 AM,Call
Jyoti,16/Apr/23 05:55 PM,26/Aug/23 03:31 AM,Business Development
Deepti,10/Jun/23 03:31 PM,18/Aug/23 08:19 PM,Fund raising
Ravi,23/Jul/23 01:07 PM,28/Aug/23 10:43 PM,Business Development
Priyanka,12/Jun/23 01:07 AM,21/Sep/23 03:31 AM,Reporting
Sharan,19/Apr/23 05:55 PM,29/Sep/23 01:07 AM,Remote Inspection
Ravi,19/May/23 01:07 AM,03/Jul/23 10:43 PM,Updates
Sharan,07/Jul/23 01:07 AM,27/Apr/23 10:43 AM,Inspection
Jyoti,07/May/23 10:43 AM,01/Aug/23 10:43 PM,Remote Inspection
Ravi,27/Sep/23 08:19 PM,28/Aug/23 03:31 PM,Fund raising
Jyoti,05/Aug/23 01:07 AM,20/Apr/23 05:55 AM,Inspection
Jyoti,25/Apr/23 03:31 AM,14/Sep/23 10:43 AM,Inspection
Sharan,08/Aug/23 08:19 AM,03/Aug/23 08:19 PM,Podcast
Ravi,28/Aug/23 05:55 PM,12/May/23 01:07 PM,Inspection
Ravi,04/Jul/23 05:55 PM,21/Aug/23 01:07 PM,Podcast
Deepti,02/Aug/23 08:19 PM,08/Apr/23 05:55 PM,Call
Deepti,14/May/23 01:07 AM,10/Sep/23 01:07 PM,Call
Deepti,10/Sep/23 01:07 AM,29/Jul/23 05:55 PM,Fund raising
Priyanka,12/Sep/23 03:31 AM,10/May/23 10:43 AM,Reply to Customers
Priyanka,02/Jul/23 08:19 PM,20/Jul/23 10:43 PM,Business Development
Jyoti,31/May/23 03:31 AM,15/May/23 08:19 PM,Fund raising
Deepti,08/Jun/23 05:55 AM,09/Oct/23 10:43 PM,Remote Inspection
Priyanka,29/Apr/23 01:07 PM,04/Sep/23 10:43 AM,Reporting
Sharan,07/Aug/23 03:31 AM,27/May/23 05:55 PM,Send Email
Ravi,08/May/23 08:19 AM,11/Sep/23 01:07 PM,Reply to Customers
Ravi,28/Jun/23 05:55 PM,31/May/23 03:31 PM,Send Email
Sharan,30/May/23 05:55 PM,05/Aug/23 05:55 AM,Send Email
Priyanka,07/Apr/23 03:31 AM,14/Sep/23 01:07 AM,Podcast
Deepti,02/May/23 01:07 AM,10/Jun/23 08:19 AM,Reply to Customers
Deepti,14/Oct/23 08:19 AM,16/May/23 05:55 AM,Inspection
Sharan,22/Jul/23 08:19 PM,16/Jun/23 03:31 AM,Podcast
Ravi,27/Aug/23 05:55 AM,11/Oct/23 10:43 PM,Send Email
Priyanka,11/Jul/23 05:55 PM,17/Jul/23 10:43 AM,Business Development
Deepti,08/Apr/23 05:55 AM,30/Aug/23 01:07 PM,Inspection
Sharan,28/Jul/23 01:07 PM,20/Apr/23 08:19 PM,Updates
Sharan,03/Sep/23 08:19 AM,27/Apr/23 01:07 PM,Inspection
Ravi,30/Jun/23 01:07 AM,05/Oct/23 08:19 PM,Business Development
Ravi,07/Oct/23 03:31 PM,21/Aug/23 08:19 AM,Inspection
Deepti,31/Mar/23 01:07 PM,25/Apr/23 08:19 PM,Inspection
Ravi,08/Aug/23 05:55 AM,13/Jul/23 05:55 PM,Send Email
Ravi,24/Jul/23 01:07 AM,31/Mar/23 03:31 PM,Remote Inspection
Priyanka,01/Oct/23 01:07 AM,03/May/23 01:07 AM,Call
Sharan,02/Apr/23 01:07 PM,18/Jul/23 05:55 AM,Business Development
Sharan,17/Aug/23 10:43 PM,11/Aug/23 10:43 PM,Fund raising
Ravi,04/Jun/23 05:55 PM,02/Jun/23 08:19 PM,Inspection
Priyanka,07/Jul/23 08:19 PM,15/Sep/23 08:19 AM,Reporting
Deepti,13/Oct/23 03:31 PM,13/Jul/23 08:19 AM,Inspection
Ravi,25/May/23 10:43 PM,24/Jul/23 08:19 PM,Updates
Priyanka,11/Apr/23 08:19 AM,23/Sep/23 08:19 PM,Reply to Customers
Priyanka,08/Jun/23 03:31 PM,21/Jul/23 01:07 AM,Fund raising
Sharan,19/Apr/23 01:07 PM,17/May/23 10:43 PM,Reply to Customers
Ravi,06/Aug/23 03:31 AM,09/Jun/23 05:55 AM,Business Development
Priyanka,12/May/23 08:19 AM,26/Aug/23 08:19 PM,Inspection
Priyanka,13/May/23 01:07 AM,10/Aug/23 05:55 PM,Call
Priyanka,10/Jul/23 03:31 PM,24/Jul/23 05:55 AM,Send Email
Deepti,26/Jul/23 10:43 PM,22/Jul/23 01:07 AM,Reporting
Jyoti,03/Jul/23 10:43 AM,25/Jul/23 10:43 AM,Reply to Customers
Deepti,19/Apr/23 05:55 AM,19/Apr/23 08:19 AM,Send Email
Deepti,04/Sep/23 10:43 AM,28/Jun/23 10:43 AM,Reply to Customers
Priyanka,15/Jun/23 01:07 AM,25/Jul/23 10:43 PM,Remote Inspection
Deepti,05/Aug/23 08:19 AM,09/May/23 10:43 PM,Remote Inspection
Jyoti,31/Aug/23 01:07 PM,01/Apr/23 01:07 AM,Call
Jyoti,02/Jul/23 08:19 AM,30/May/23 08:19 AM,Call
Ravi,14/Apr/23 08:19 AM,13/Aug/23 03:31 PM,Fund raising
Priyanka,06/Jul/23 10:43 AM,16/Jul/23 10:43 PM,Inspection
Ravi,03/May/23 10:43 PM,07/Oct/23 05:55 PM,Remote Inspection
Jyoti,05/Oct/23 01:07 PM,29/Sep/23 05:55 PM,Send Email
Ravi,12/Apr/23 01:07 PM,09/Jul/23 05:55 PM,Remote Inspection
Ravi,07/Jul/23 03:31 AM,04/Sep/23 10:43 AM,Business Development
Jyoti,07/Jun/23 05:55 PM,06/Oct/23 08:19 PM,Reply to Customers
Jyoti,24/Jun/23 05:55 AM,03/Jul/23 08:19 PM,Updates
Jyoti,30/Aug/23 03:31 PM,07/Oct/23 03:31 PM,Fund raising
Deepti,01/Sep/23 05:55 PM,12/Jul/23 01:07 AM,Send Email
Deepti,28/May/23 08:19 PM,12/Oct/23 05:55 AM,Remote Inspection
Ravi,03/Oct/23 01:07 AM,04/Jul/23 01:07 PM,Podcast
Jyoti,03/Apr/23 05:55 PM,13/Oct/23 01:07 PM,Fund raising
Jyoti,05/Jul/23 05:55 PM,03/Jul/23 03:31 AM,Inspection
Jyoti,14/Sep/23 10:43 AM,13/Oct/23 08:19 PM,Remote Inspection
Jyoti,26/Aug/23 01:07 AM,28/Apr/23 03:31 AM,Podcast
Jyoti,22/Jun/23 03:31 PM,04/Oct/23 05:55 PM,Updates
Jyoti,04/Jul/23 05:55 AM,10/Sep/23 10:43 PM,Fund raising
Priyanka,28/Jul/23 10:43 AM,21/Aug/23 03:31 PM,Remote Inspection
Sharan,11/Oct/23 05:55 PM,26/Jul/23 10:43 PM,Reporting
Sharan,12/Oct/23 10:43 AM,15/Sep/23 01:07 PM,Inspection
Sharan,13/Jun/23 01:07 PM,16/Jul/23 01:07 PM,Reporting
Deepti,06/Jul/23 08:19 PM,28/Jun/23 01:07 PM,Podcast
Priyanka,09/Apr/23 03:31 AM,13/Sep/23 08:19 AM,Send Email
Jyoti,30/Apr/23 08:19 PM,22/Jun/23 01:07 AM,Reporting
Deepti,27/Sep/23 03:31 PM,22/Aug/23 10:43 PM,Updates
Ravi,15/Aug/23 08:19 AM,25/Aug/23 03:31 AM,Inspection
Jyoti,28/Jun/23 05:55 PM,03/Aug/23 03:31 PM,Remote Inspection
Deepti,01/Aug/23 10:43 PM,07/Aug/23 01:07 PM,Podcast
Priyanka,08/May/23 01:07 PM,25/Aug/23 01:07 AM,Reply to Customers
Priyanka,16/Sep/23 01:07 AM,20/Apr/23 03:31 AM,Remote Inspection
Ravi,28/Jun/23 03:31 PM,06/Sep/23 08:19 AM,Reply to Customers
Ravi,15/Jun/23 08:19 AM,11/Sep/23 01:07 PM,Business Development
Deepti,01/Oct/23 10:43 AM,06/Oct/23 03:31 AM,Inspection
Sharan,07/May/23 08:19 AM,04/Sep/23 05:55 AM,Call
Deepti,31/Mar/23 05:55 PM,22/May/23 03:31 PM,Inspection
Deepti,30/Apr/23 03:31 PM,23/May/23 01:07 AM,Reply to Customers
Deepti,02/Jul/23 10:43 PM,19/Sep/23 05:55 PM,Reply to Customers
Priyanka,24/Sep/23 01:07 AM,10/Sep/23 01:07 PM,Reporting
Sharan,25/Sep/23 03:31 PM,26/Apr/23 08:19 PM,Inspection
Ravi,19/Jul/23 10:43 AM,14/Jun/23 10:43 PM,Remote Inspection
Deepti,23/May/23 08:19 AM,28/Jul/23 01:07 PM,Inspection
Sharan,18/Jul/23 03:31 PM,13/Apr/23 10:43 PM,Business Development
Deepti,07/Jul/23 01:07 AM,09/May/23 08:19 PM,Send Email
Ravi,06/Jun/23 03:31 PM,19/May/23 10:43 AM,Call
Jyoti,16/Apr/23 01:07 PM,07/Jul/23 05:55 PM,Inspection
Deepti,29/Apr/23 10:43 PM,25/Aug/23 08:19 PM,Reporting
Ravi,10/May/23 01:07 AM,31/Mar/23 01:07 AM,Podcast
Jyoti,31/Mar/23 01:07 PM,05/Sep/23 08:19 PM,Reporting
Priyanka,27/Jun/23 05:55 PM,26/Aug/23 03:31 AM,Business Development
Priyanka,07/Jul/23 08:19 PM,25/Jun/23 05:55 PM,Remote Inspection
Jyoti,08/Aug/23 08:19 PM,27/Apr/23 05:55 PM,Reply to Customers
Priyanka,12/May/23 03:31 AM,02/Apr/23 01:07 AM,Reply to Customers
Ravi,29/Sep/23 08:19 AM,05/Oct/23 01:07 AM,Reporting
Sharan,17/Aug/23 01:07 PM,30/May/23 05:55 AM,Send Email
Sharan,20/Jun/23 01:07 AM,07/Aug/23 03:31 PM,Podcast
Ravi,01/Oct/23 01:07 AM,23/May/23 03:31 AM,Updates
Ravi,01/Sep/23 05:55 PM,26/Jul/23 05:55 PM,Send Email
Deepti,19/Jun/23 10:43 AM,23/Sep/23 03:31 PM,Reporting
Ravi,03/Oct/23 05:55 PM,11/Aug/23 03:31 AM,Reply to Customers
Sharan,06/Jul/23 08:19 PM,03/Sep/23 01:07 PM,Podcast
Deepti,01/Sep/23 01:07 PM,20/Sep/23 10:43 AM,Fund raising
Sharan,17/Jun/23 08:19 AM,06/Jun/23 03:31 AM,Send Email
Priyanka,08/Sep/23 05:55 AM,14/Jun/23 05:55 PM,Fund raising
Sharan,23/Jun/23 10:43 AM,05/Aug/23 08:19 PM,Podcast
Deepti,25/Apr/23 08:19 AM,07/Aug/23 01:07 PM,Inspection
Jyoti,05/Jul/23 10:43 AM,20/May/23 08:19 PM,Remote Inspection
Ravi,18/Sep/23 03:31 AM,23/Jul/23 08:19 AM,Call
Jyoti,28/Sep/23 01:07 PM,06/Aug/23 03:31 PM,Reporting
Sharan,09/Apr/23 10:43 PM,28/May/23 05:55 PM,Inspection
Deepti,22/May/23 10:43 AM,13/Aug/23 10:43 AM,Send Email
Ravi,09/Jul/23 01:07 AM,30/Mar/23 08:19 AM,Reply to Customers
Deepti,15/May/23 10:43 PM,02/Jun/23 08:19 PM,Call
Priyanka,12/Jul/23 10:43 AM,07/Jul/23 03:31 AM,Fund raising
Jyoti,15/Aug/23 03:31 AM,25/May/23 08:19 PM,Send Email
Sharan,25/Apr/23 10:43 PM,16/Aug/23 05:55 PM,Remote Inspection
Deepti,07/Sep/23 01:07 AM,15/Jul/23 03:31 AM,Podcast
Jyoti,04/Oct/23 10:43 PM,29/Apr/23 01:07 AM,Fund raising
Ravi,17/Jul/23 10:43 AM,03/Jul/23 03:31 AM,Call
Sharan,28/Aug/23 08:19 AM,02/Sep/23 01:07 AM,Business Development
Jyoti,16/Jul/23 08:19 AM,02/Aug/23 01:07 PM,Send Email
Deepti,10/Jul/23 03:31 PM,17/Aug/23 01:07 PM,Remote Inspection
Priyanka,30/May/23 01:07 AM,02/Oct/23 01:07 AM,Remote Inspection
Deepti,23/Jul/23 10:43 AM,12/May/23 01:07 AM,Reply to Customers
Priyanka,15/Jul/23 03:31 PM,04/May/23 03:31 PM,Business Development
Ravi,21/Apr/23 05:55 PM,12/May/23 01:07 AM,Inspection
Sharan,14/Sep/23 08:19 PM,20/Apr/23 10:43 PM,Business Development
Priyanka,11/Apr/23 08:19 PM,28/Jul/23 03:31 PM,Fund raising
Sharan,16/Aug/23 08:19 AM,11/Jun/23 03:31 PM,Remote Inspection
Jyoti,11/Jul/23 05:55 PM,16/Sep/23 01:07 AM,Inspection
Jyoti,13/Aug/23 08:19 PM,14/Apr/23 08:19 PM,Inspection
Sharan,26/Sep/23 10:43 AM,17/Jul/23 08:19 PM,Reply to Customers
Jyoti,19/Apr/23 03:31 PM,24/Sep/23 03:31 PM,Reply to Customers
Sharan,05/Apr/23 03:31 PM,18/Sep/23 05:55 PM,Reply to Customers
Deepti,03/Jun/23 01:07 PM,13/Jun/23 01:07 PM,Business Development
Deepti,22/Apr/23 01:07 PM,28/Jun/23 10:43 PM,Call
Ravi,30/May/23 08:19 PM,11/Jun/23 10:43 AM,Fund raising
Sharan,17/Jul/23 08:19 AM,07/Jul/23 05:55 AM,Call
Priyanka,16/Aug/23 03:31 AM,17/Jun/23 03:31 PM,Business Development
Priyanka,01/May/23 03:31 AM,24/May/23 03:31 AM,Reporting
Deepti,18/May/23 03:31 PM,23/Sep/23 05:55 PM,Fund raising
Ravi,17/Jul/23 03:31 PM,26/Jul/23 05:55 PM,Inspection
Ravi,23/Jul/23 10:43 PM,09/Aug/23 01:07 PM,Business Development
Ravi,28/Apr/23 03:31 PM,01/Oct/23 03:31 PM,Reporting
Jyoti,12/Jun/23 10:43 AM,24/Jul/23 01:07 AM,Remote Inspection
Priyanka,07/Oct/23 01:07 AM,18/May/23 08:19 AM,Call
Jyoti,27/Jul/23 05:55 AM,20/Sep/23 01:07 PM,Business Development
Deepti,24/Jun/23 01:07 AM,27/May/23 01:07 AM,Send Email
Deepti,08/Apr/23 08:19 PM,13/Oct/23 10:43 PM,Fund raising
Deepti,03/Oct/23 10:43 PM,07/Apr/23 01:07 PM,Business Development
Sharan,13/Jun/23 01:07 PM,25/Jul/23 05:55 AM,Updates
Priyanka,30/May/23 03:31 AM,19/May/23 10:43 PM,Reply to Customers
Priyanka,24/May/23 10:43 PM,18/Apr/23 10:43 AM,Remote Inspection
Jyoti,27/May/23 10:43 AM,13/Sep/23 03:31 PM,Inspection
Ravi,21/Aug/23 01:07 PM,23/May/23 10:43 PM,Reply to Customers
Priyanka,10/Aug/23 05:55 AM,01/May/23 03:31 AM,Send Email
Ravi,12/Apr/23 10:43 PM,03/Sep/23 03:31 PM,Updates
Jyoti,04/Apr/23 05:55 PM,24/May/23 05:55 PM,Remote Inspection
Priyanka,12/Oct/23 01:07 AM,13/Jul/23 05:55 PM,Send Email
Deepti,27/Sep/23 10:43 AM,15/May/23 10:43 PM,Fund raising
Ravi,06/Jul/23 10:43 AM,25/Apr/23 03:31 AM,Inspection
Jyoti,26/Jul/23 03:31 AM,24/Apr/23 05:55 PM,Business Development
Ravi,10/May/23 10:43 AM,05/May/23 05:55 AM,Podcast
Sharan,12/Jun/23 10:43 PM,18/Aug/23 08:19 AM,Business Development
Jyoti,17/Jul/23 03:31 PM,14/Jul/23 03:31 AM,Reply to Customers
Ravi,08/Aug/23 03:31 AM,28/Apr/23 05:55 PM,Reply to Customers
Jyoti,07/May/23 03:31 AM,11/Sep/23 01:07 PM,Remote Inspection
Sharan,08/Aug/23 03:31 AM,29/Jun/23 03:31 AM,Send Email
Sharan,03/Apr/23 10:43 PM,13/Oct/23 08:19 PM,Business Development
Deepti,31/Aug/23 05:55 PM,18/Sep/23 05:55 AM,Inspection
Jyoti,21/May/23 01:07 AM,18/Jul/23 10:43 PM,Reply to Customers
Ravi,24/Aug/23 03:31 AM,14/Oct/23 10:43 PM,Fund raising
Deepti,05/Oct/23 08:19 PM,13/Jun/23 01:07 PM,Updates
Priyanka,20/Jun/23 08:19 AM,01/Aug/23 03:31 PM,Send Email
Priyanka,10/Jul/23 10:43 PM,11/Sep/23 08:19 PM,Reporting
Ravi,29/Apr/23 08:19 PM,04/May/23 05:55 AM,Fund raising
Ravi,21/May/23 03:31 PM,24/Aug/23 08:19 PM,Reporting
Deepti,28/Sep/23 03:31 AM,25/Aug/23 08:19 PM,Call
Sharan,03/Aug/23 08:19 PM,19/Sep/23 03:31 AM,Reporting
Jyoti,15/May/23 03:31 PM,02/Sep/23 08:19 AM,Reply to Customers
Deepti,05/Aug/23 03:31 PM,10/Jun/23 01:07 AM,Fund raising
Sharan,22/May/23 10:43 PM,08/Jul/23 10:43 PM,Call
Jyoti,25/May/23 08:19 AM,27/May/23 01:07 AM,Reporting
Priyanka,08/Apr/23 03:31 PM,28/Aug/23 08:19 AM,Remote Inspection
Ravi,07/May/23 01:07 PM,16/Aug/23 10:43 AM,Business Development
Priyanka,15/May/23 01:07 PM,17/Aug/23 10:43 AM,Remote Inspection
Ravi,16/May/23 01:07 PM,24/Jul/23 05:55 AM,Call
Sharan,13/Apr/23 03:31 PM,03/Jul/23 10:43 PM,Remote Inspection
Sharan,08/Sep/23 08:19 AM,04/Aug/23 08:19 PM,Call
Ravi,24/May/23 03:31 AM,01/Sep/23 05:55 AM,Reporting
Deepti,30/Mar/23 05:55 PM,05/Jun/23 08:19 PM,Podcast
Jyoti,17/Apr/23 05:55 AM,06/Jun/23 01:07 PM,Send Email
Deepti,29/Jun/23 08:19 AM,26/Jul/23 10:43 PM,Send Email
Jyoti,05/Jul/23 08:19 AM,22/Sep/23 10:43 AM,Business Development
Jyoti,15/Jul/23 08:19 AM,24/Jul/23 08:19 PM,Business Development
Sharan,19/Jun/23 03:31 PM,25/Aug/23 05:55 AM,Send Email
Ravi,18/Jun/23 10:43 PM,07/Oct/23 10:43 PM,Podcast
Priyanka,17/May/23 10:43 PM,14/Aug/23 01:07 AM,Call
Sharan,07/Jun/23 08:19 AM,24/Sep/23 03:31 AM,Podcast
Priyanka,07/May/23 10:43 PM,17/Jul/23 01:07 PM,Updates
Jyoti,30/Mar/23 08:19 AM,03/Aug/23 05:55 PM,Call
Jyoti,04/May/23 01:07 AM,04/Apr/23 01:07 AM,Updates
Jyoti,29/Sep/23 10:43 PM,26/Sep/23 10:43 PM,Reporting
Jyoti,12/Jun/23 03:31 AM,30/Jul/23 08:19 PM,Reporting
Priyanka,29/May/23 03:31 AM,06/Aug/23 08:19 PM,Fund raising
Jyoti,13/Sep/23 03:31 PM,24/Aug/23 08:19 PM,Updates
Priyanka,17/Sep/23 08:19 AM,31/May/23 05:55 PM,Business Development
Sharan,05/Jul/23 05:55 AM,01/Apr/23 05:55 PM,Call
Jyoti,15/Jul/23 05:55 AM,12/Jun/23 10:43 PM,Remote Inspection
Jyoti,14/Sep/23 01:07 PM,07/Oct/23 08:19 PM,Updates
Sharan,21/Sep/23 08:19 PM,11/Sep/23 03:31 PM,Reporting
Ravi,15/Aug/23 03:31 AM,24/Apr/23 10:43 AM,Podcast
Deepti,04/Apr/23 03:31 AM,30/Jul/23 03:31 AM,Remote Inspection
Deepti,07/Sep/23 03:31 PM,09/Apr/23 08:19 AM,Fund raising
Ravi,16/Jul/23 10:43 AM,28/Sep/23 10:43 PM,Call
Ravi,19/Sep/23 03:31 AM,06/Jun/23 10:43 PM,Reporting
Sharan,06/Jun/23 08:19 PM,08/Oct/23 01:07 AM,Send Email
Deepti,24/May/23 03:31 AM,26/Jul/23 01:07 AM,Podcast
Ravi,26/Apr/23 03:31 AM,05/Apr/23 05:55 PM,Reporting
Deepti,20/Jun/23 05:55 PM,22/Jun/23 08:19 PM,Reply to Customers
Deepti,04/Aug/23 10:43 AM,15/Sep/23 10:43 PM,Send Email
Priyanka,17/Jun/23 03:31 PM,19/May/23 05:55 AM,Reply to Customers
Ravi,29/Jun/23 05:55 AM,05/Aug/23 01:07 AM,Reply to Customers
Deepti,09/Apr/23 01:07 AM,06/Jun/23 03:31 AM,Inspection
Ravi,11/Jul/23 10:43 PM,25/Sep/23 10:43 PM,Updates
Sharan,26/Aug/23 05:55 PM,24/Aug/23 01:07 AM,Updates
Jyoti,22/Sep/23 08:19 AM,01/Oct/23 10:43 PM,Remote Inspection
Jyoti,10/Jun/23 10:43 AM,30/Jul/23 08:19 AM,Inspection
Ravi,27/May/23 05:55 AM,27/May/23 01:07 PM,Remote Inspection
Jyoti,05/Sep/23 10:43 PM,25/May/23 10:43 AM,Reply to Customers
Sharan,06/Sep/23 01:07 AM,30/Jun/23 10:43 PM,Send Email
Sharan,10/Jul/23 08:19 AM,13/Sep/23 03:31 AM,Updates
Ravi,09/Apr/23 03:31 PM,02/Apr/23 05:55 PM,Podcast
Ravi,07/Jul/23 03:31 PM,27/Aug/23 03:31 AM,Fund raising
Priyanka,08/Sep/23 08:19 AM,07/Jun/23 10:43 PM,Fund raising
Priyanka,26/Jul/23 01:07 PM,26/Apr/23 05:55 PM,Reply to Customers
Ravi,08/Sep/23 10:43 AM,22/Jul/23 03:31 AM,Reply to Customers
Priyanka,29/Jul/23 05:55 PM,17/Sep/23 05:55 AM,Updates
Ravi,04/Jun/23 05:55 AM,06/Oct/23 03:31 PM,Podcast
Jyoti,14/Jun/23 08:19 PM,26/Sep/23 08:19 PM,Send Email
Deepti,13/Sep/23 08:19 AM,16/Jun/23 05:55 AM,Call
Jyoti,14/May/23 08:19 PM,23/Sep/23 03:31 PM,Reply to Customers
Priyanka,14/May/23 08:19 AM,06/Apr/23 08:19 PM,Updates
Sharan,15/Aug/23 05:55 PM,30/Aug/23 03:31 PM,Business Development
Sharan,15/Aug/23 01:07 AM,18/Aug/23 10:43 PM,Inspection
Sharan,20/Jul/23 10:43 AM,16/Apr/23 01:07 PM,Send Email
Priyanka,08/Apr/23 10:43 AM,07/Oct/23 03:31 PM,Updates
Priyanka,03/Jun/23 01:07 AM,02/Jul/23 01:07 AM,Remote Inspection
Ravi,30/Aug/23 08:19 AM,29/Aug/23 10:43 PM,Reply to Customers
Sharan,30/Apr/23 05:55 PM,06/May/23 03:31 AM,Updates
Ravi,16/Jun/23 03:31 PM,24/Apr/23 10:43 AM,Call
Sharan,19/Aug/23 10:43 AM,14/Jun/23 05:55 AM,Send Email
Ravi,21/Apr/23 08:19 PM,06/Oct/23 05:55 PM,Inspection
Priyanka,03/Apr/23 08:19 AM,24/Apr/23 10:43 AM,Reporting
Jyoti,19/Sep/23 01:07 PM,09/Apr/23 08:19 AM,Send Email
Priyanka,22/Apr/23 10:43 AM,03/Sep/23 05:55 AM,Send Email
Sharan,04/Apr/23 05:55 PM,23/Jul/23 08:19 PM,Reply to Customers
Priyanka,25/Apr/23 08:19 PM,26/May/23 03:31 AM,Business Development
Ravi,04/May/23 05:55 PM,08/Apr/23 08:19 PM,Business Development
Priyanka,19/May/23 08:19 PM,26/Jun/23 08:19 AM,Business Development
Sharan,04/Aug/23 01:07 AM,31/Jul/23 08:19 PM,Fund raising
Jyoti,22/Jun/23 10:43 PM,11/Aug/23 08:19 PM,Business Development
Priyanka,16/Jul/23 08:19 AM,03/May/23 01:07 PM,Reply to Customers
Priyanka,25/Jul/23 03:31 PM,28/Jun/23 10:43 AM,Inspection
Jyoti,17/May/23 01:07 PM,14/Jul/23 05:55 AM,Fund raising
Sharan,10/Aug/23 01:07 PM,06/Sep/23 08:19 PM,Reporting
Ravi,04/Apr/23 05:55 AM,06/Jun/23 05:55 AM,Podcast
Priyanka,04/Jun/23 10:43 AM,24/Apr/23 05:55 AM,Reporting
Jyoti,26/Aug/23 01:07 AM,14/Oct/23 03:31 AM,Remote Inspection
Jyoti,23/Apr/23 01:07 AM,27/Jun/23 05:55 AM,Remote Inspection
Sharan,18/Sep/23 08:19 PM,24/Jun/23 01:07 AM,Updates
Priyanka,06/Aug/23 01:07 AM,12/Aug/23 01:07 PM,Send Email
Jyoti,26/Jul/23 10:43 AM,18/Apr/23 10:43 AM,Inspection
Priyanka,23/Apr/23 08:19 PM,22/Jun/23 08:19 AM,Podcast
Jyoti,15/Apr/23 03:31 AM,26/Jun/23 05:55 AM,Fund raising
Deepti,25/May/23 03:31 PM,10/Jun/23 10:43 AM,Podcast
Deepti,26/Aug/23 01:07 AM,27/Jun/23 01:07 AM,Business Development
Deepti,07/Jun/23 10:43 AM,07/Oct/23 05:55 PM,Fund raising
Deepti,27/Sep/23 01:07 AM,17/Apr/23 03:31 AM,Remote Inspection
Jyoti,01/Oct/23 01:07 AM,04/May/23 01:07 AM,Remote Inspection
Priyanka,19/Aug/23 08:19 PM,09/Oct/23 05:55 PM,Business Development
Priyanka,04/Sep/23 01:07 AM,22/Jun/23 01:07 PM,Send Email
Jyoti,09/Jul/23 01:07 AM,06/Apr/23 08:19 PM,Reporting
Sharan,08/May/23 08:19 PM,02/May/23 05:55 PM,Send Email
Ravi,29/Aug/23 10:43 AM,22/Jun/23 05:55 PM,Send Email
Jyoti,15/Jun/23 08:19 AM,18/Jun/23 08:19 PM,Send Email
Ravi,18/Apr/23 08:19 PM,02/May/23 03:31 PM,Inspection
Sharan,14/Jul/23 10:43 AM,09/Jul/23 08:19 AM,Inspection
Ravi,06/Jun/23 03:31 PM,30/Sep/23 05:55 PM,Business Development
Jyoti,14/Apr/23 03:31 PM,01/Sep/23 10:43 AM,Reply to Customers
Priyanka,30/Aug/23 08:19 AM,28/Jun/23 03:31 PM,Reply to Customers
Deepti,09/Apr/23 01:07 AM,14/Sep/23 03:31 PM,Call
Priyanka,16/Jun/23 03:31 PM,14/Aug/23 01:07 PM,Inspection
Ravi,08/Aug/23 08:19 PM,21/Aug/23 10:43 PM,Fund raising
Ravi,21/May/23 05:55 AM,08/Apr/23 08:19 PM,Reporting
Ravi,14/Sep/23 08:19 PM,01/Apr/23 03:31 AM,Call
Jyoti,24/Jul/23 05:55 PM,29/Jun/23 10:43 PM,Reporting
Deepti,10/Jun/23 03:31 AM,30/Aug/23 10:43 AM,Inspection
Deepti,31/Mar/23 08:19 PM,03/Jul/23 05:55 PM,Remote Inspection
Deepti,22/Jul/23 05:55 AM,06/Apr/23 05:55 PM,Podcast
Ravi,31/May/23 05:55 PM,16/Aug/23 08:19 AM,Reply to Customers
Ravi,01/Aug/23 08:19 AM,22/Aug/23 10:43 AM,Send Email
Ravi,17/Sep/23 05:55 AM,24/Aug/23 05:55 PM,Inspection
Jyoti,08/May/23 01:07 AM,02/Jun/23 08:19 AM,Updates
Deepti,23/Apr/23 10:43 AM,04/Jul/23 05:55 PM,Business Development
Sharan,08/Sep/23 05:55 PM,10/Oct/23 05:55 PM,Remote Inspection
Deepti,01/May/23 03:31 PM,17/Sep/23 03:31 PM,Send Email
